10486401.728673985228,3520924.2340573053807,262.85000000000002274,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,107.24727998799014017,/data/sift/collection/sift_1657686413.442129.png,/data/sift/collection/depth_1657686413.442129.xml,69,0,0,0,0
10486401.728985812515,3520924.2338737724349,262.83000000000004093,4,0,0,257.733001708984375,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,108.19821604222795486,/data/sift/collection/sift_1657686413.541243.png,/data/sift/collection/depth_1657686413.541243.xml,69,0,0,0,0
10486401.728206243366,3520924.2342408397235,262.86000000000001364,4,0,0,257.435638427734375,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,107.17740070644070727,/data/sift/collection/sift_1657686413.654851.png,/data/sift/collection/depth_1657686413.654851.xml,69,0,0,0,0
10486401.728050328791,3520924.2347914399579,262.89999999999997726,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,105.81726332127853141,/data/sift/collection/sift_1657686413.753626.png,/data/sift/collection/depth_1657686413.753626.xml,69,0,0,0,0
10486401.729297639802,3520924.2344243726693,262.86000000000001364,4,0,0,256.681854248046875,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,105.60519964195360387,/data/sift/collection/sift_1657686413.851731.png,/data/sift/collection/depth_1657686413.851731.xml,69,0,0,0,0
10486401.728206243366,3520924.2357091056183,262.87999999999999545,4,0,0,256.681854248046875,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,108.26727310417246031,/data/sift/collection/sift_1657686413.946994.png,/data/sift/collection/depth_1657686413.946994.xml,69,0,0,0,0
10486401.728206243366,3520924.2362597053871,262.91999999999995907,4,0,0,257.686431884765625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,108.04478106273666072,/data/sift/collection/sift_1657686414.042652.png,/data/sift/collection/depth_1657686414.042652.xml,69,0,0,0,0
10486401.729765379801,3520924.2353420387954,262.94999999999998863,4,0,0,256.636138916015625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,107.17740070644070727,/data/sift/collection/sift_1657686414.144432.png,/data/sift/collection/depth_1657686414.144432.xml,69,0,0,0,0
10486401.729141725227,3520924.2362597053871,262.89999999999997726,4,0,0,257.435638427734375,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,107.3171592695396015,/data/sift/collection/sift_1657686414.243647.png,/data/sift/collection/depth_1657686414.243647.xml,69,0,0,0,0
10486401.729297639802,3520924.2349749724381,262.87000000000000455,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,108.3363407043531339,C:\\Users\\25482\\Desktop\\connection\\caught_photos\\find.png,/data/sift/collection/depth_1657686414.342338.xml,69,151,209,423,86
10486401.729297639802,3520924.2364432387985,262.86000000000001364,4,0,0,257.92431640625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,108.3363407043531339,/data/sift/collection/sift_1657686414.444046.png,/data/sift/collection/depth_1657686414.444046.xml,69,0,0,0,0
10486401.729921292514,3520924.2351585058495,262.93000000000000682,4,0,0,257.686431884765625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,107.59670838686270145,/data/sift/collection/sift_1657686414.542853.png,/data/sift/collection/depth_1657686414.542853.xml,69,0,0,0,0
10486401.729765379801,3520924.2344243726693,262.88999999999998636,4,0,0,256.85400390625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,107.39435666627036881,/data/sift/collection/sift_1657686414.642630.png,/data/sift/collection/depth_1657686414.642630.xml,69,0,0,0,0
10486401.730233121663,3520924.2353420387954,262.86000000000001364,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,105.81726332127853141,/data/sift/collection/sift_1657686414.744563.png,/data/sift/collection/depth_1657686414.744563.xml,69,0,0,0,0
10486401.729765379801,3520924.2338737724349,262.86000000000001364,4,0,0,257.686431884765625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,108.3363407043531339,/data/sift/collection/sift_1657686414.852266.png,/data/sift/collection/depth_1657686414.852266.xml,69,0,0,0,0
10486401.731480430812,3520924.2338737724349,262.91999999999995907,4,0,0,257.92431640625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,107.24727998799014017,/data/sift/collection/sift_1657686414.945298.png,/data/sift/collection/depth_1657686414.945298.xml,69,0,0,0,0
10486401.732415916398,3520924.2357091056183,262.83000000000004093,4,0,0,257.733001708984375,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,105.95866068170329299,/data/sift/collection/sift_1657686415.046980.png,/data/sift/collection/depth_1657686415.046980.xml,69,0,0,0,0
10486401.730700861663,3520924.2346079056151,262.87000000000000455,4,0,0,256.89862060546875,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,106.31214329566118693,/data/sift/collection/sift_1657686415.144346.png,/data/sift/collection/depth_1657686415.144346.xml,69,0,0,0,0
10486401.730856776237,3520924.2342408397235,262.87999999999999545,4,0,0,256.35968017578125,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,108.26727310417246031,/data/sift/collection/sift_1657686415.244371.png,/data/sift/collection/depth_1657686415.244371.xml,69,0,0,0,0
10486401.73054494895,3520924.2333231722005,262.83000000000004093,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,105.81726332127853141,C:\\Users\\25482\\Desktop\\connection\\caught_photos\\incremental_search.png,/data/sift/collection/depth_1657686415.355691.xml,69,237,260,453,53
10486401.73054494895,3520924.2324055060744,262.89999999999997726,4,0,0,256.35968017578125,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,106.89786225282604448,/data/sift/collection/sift_1657686415.443879.png,/data/sift/collection/depth_1657686415.443879.xml,69,0,0,0,0
10486401.73054494895,3520924.2342408397235,262.93999999999999773,4,0,0,257.686431884765625,0,0,0,90,62685,-0.61577180949999998916,-2851,90.3955078125,106.88843916679282131,/data/sift/collection/sift_1657686415.556172.png,/data/sift/collection/depth_1657686415.556172.xml,69,0,0,0,0
10486401.730700861663,3520924.2327725719661,262.87000000000000455,4,0,0,257.686431884765625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,106.89786225282604448,/data/sift/collection/sift_1657686415.655864.png,/data/sift/collection/depth_1657686415.655864.xml,69,0,0,0,0
10486401.732727741823,3520924.2342408397235,262.88999999999998636,4,0,0,256.636138916015625,0,0,0,90,62686,-0.61555582500000005641,-2850,90.3955078125,107.24727998799014017,/data/sift/collection/sift_1657686415.750525.png,/data/sift/collection/depth_1657686415.750525.xml,69,0,0,0,0
